the_geom,id,latitude,statuskey,longitude,address,docks,teststatio,service,stationnam,availdocks,availbikes,lastcomm,loc,address2,created_at,updated_at,neighborhood,borough,cartodb_id
0101000020E6100000E19B0420308052C036BDDBD0F35D4440,380,40.734011,1,-74.002939,W 4 St & 7 Ave S,39,false,In Service,W 4 St & 7 Ave S,26,13,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,West Village,Manhattan,163
0101000020E61000007438956A048052C04F0A12021C5E4440,383,40.735238,1,-74.000271,Greenwich Ave & Charles St,39,false,In Service,Greenwich Ave & Charles St,35,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,West Village,Manhattan,165
0101000020E61000001E69F43A5A8052C0DF4AD123CB5E4440,404,40.740583,1,-74.005509,9 Ave & W 14 St,39,false,In Service,9 Ave & W 14 St,4,35,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,West Village,Manhattan,186
0101000020E61000002F1778FF848052C0B29D87DDA15E4440,405,40.739323,1,-74.008119,Washington St & Gansevoort St,40,false,In Service,Washington St & Gansevoort St,3,36,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,West Village,Manhattan,187
0101000020E61000003165ABFD3B7F52C08FF827E69F624440,422,40.770513,1,-73.988038,W 59 St & 10 Ave,51,false,In Service,W 59 St & 10 Ave,32,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Upper West Side,Manhattan,203
0101000020E61000002CDC41BAD77E52C010A9D86673624440,499,40.769155,1,-73.981918,Broadway & W 60 St,36,false,In Service,Broadway & W 60 St,1,34,null,PBSC,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Upper West Side,Manhattan,275
0101000020E610000018408C46F97D52C01B0ADF6AA85A4440,282,40.708273,1,-73.968341,Kent Ave & S 11 St,27,false,In Service,Kent Ave & S 11 St,13,11,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,77
0101000020E6100000EEE98EA4C67D52C02C64DF9BEF5A4440,389,40.710446,1,-73.965251,Broadway & Berry St,27,false,In Service,Broadway & Berry St,4,22,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,171
0101000020E6100000FF2DF99EB37D52C0B76B5EDDB05A4440,443,40.708531,1,-73.96409,Bedford Ave & S 9th St,23,false,In Service,Bedford Ave & S 9th St,5,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,221
0101000020E6100000DB0F8B54D17D52C0032359B03E5B4440,460,40.712859,1,-73.965903,S 4 St & Wythe Ave,23,false,In Service,S 4 St & Wythe Ave,3,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,236
0101000020E6100000C40206283F7D52C056E19F003F5B4440,471,40.712868,1,-73.956981,Grand St & Havemeyer St,27,false,In Service,Grand St & Havemeyer St,15,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,247
0101000020E61000003A3BB0EF9B7D52C05AAD8E5D365B4440,481,40.712605,1,-73.962644,S 3 St & Bedford Ave,25,false,In Service,S 3 St & Bedford Ave,8,15,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,257
0101000020E6100000DB3809F87E7D52C01652ACC9EF5A4440,532,40.710451,1,-73.960876,S 5 Pl & S 4 St,10,false,In Service,S 5 Pl & S 4 St,6,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,306
0101000020E6100000DDDC5291747D52C0BD81C642905B4440,539,40.715348,1,-73.960241,Metropolitan Ave & Bedford Ave,31,false,In Service,Metropolitan Ave & Bedford Ave,10,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,312
0101000020E61000005C853403A57D52C0838BBEAEC25B4440,2002,40.716887,1,-73.963198,Wythe Ave & Metropolitan Ave,27,false,In Service,Wythe Ave & Metropolitan Ave,1,24,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Williamsburg,Brooklyn,318
